SKU,Name,Description
"PP2762MOSR-N","Tenká kožená peněženka na kreditní karty pro muže - N","Tenká peněženka na kreditní karty z kůže pro muže"
"PP2762MOSR-TM","Tenká kožená peněženka na kreditní karty pro muže - TM","Tenká peněženka na kreditní karty z kůže pro muže"
"PP4822B2R-BLU2","Portamonete con porta documenti e carte di credito - BLU2","Peněženka z kůže s oddílem na dokumenty a karty"
"PP4822B2R-MO","Portamonete con porta documenti e carte di credito - MO","Peněženka z kůže s oddílem na dokumenty a karty"
"PP4822B2R-N","Portamonete con porta documenti e carte di credito - N","Peněženka z kůže s oddílem na dokumenty a karty"
"PP4822B2R-R","Portamonete con porta documenti e carte di credito - R","Peněženka z kůže s oddílem na dokumenty a karty"
"PP4822B2VR-BLU","Portamonete con porta documenti e carte di credito - BLU","Praktická peněženka na minci, dokumenty a karty – ideální doplněk pro každodenní pohodlí. Skladná a kompaktní, snadno se vejde do kapsy nebo do tašky. Chrání vaše cennosti před ztrátou a poškozením. Perfektní řešení pro pořádné ukládání peněz, kreditních karet a důležitých dokladů."
"PP4822B2VR-MO","Portamonete con porta documenti e carte di credito - MO","Praktická peněženka na minci, dokumenty a karty – ideální doplněk pro každodenní pohodlí. Skladná a kompaktní, snadno se vejde do kapsy nebo do tašky. Chrání vaše cennosti před ztrátou a poškozením. Perfektní řešení pro pořádné ukládání peněz, kreditních karet a důležitých dokladů."
"PP4822B2VR-N","Portamonete con porta documenti e carte di credito - N","Praktická peněženka na minci, dokumenty a karty – ideální doplněk pro každodenní pohodlí. Skladná a kompaktní, snadno se vejde do kapsy nebo do tašky. Chrání vaše cennosti před ztrátou a poškozením. Perfektní řešení pro pořádné ukládání peněz, kreditních karet a důležitých dokladů."
"PP4822MOSR-BLU","Portamonete con porta documenti e carte di credito - BLU","Peněženka z kvalitní kůže s praktickými oddíly na doklady a karty"
"PP4822MOSR-N","Portamonete con porta documenti e carte di credito - N","Peněženka z kvalitní kůže s praktickými oddíly na doklady a karty"
"PP4825B2BLR-BLU2","Portacarte uomo automatico - BLU2","Automatická peněženka pro muže z kovu a kůže"
"PP4825B2BLR-CU4","Portacarte uomo automatico - CU4","Automatická peněženka pro muže z kovu a kůže"
"PP4825B2BLR-G","Portacarte uomo automatico - G","Automatická peněženka pro muže z kovu a kůže"
"PP4825B2BLR-N","Portacarte uomo automatico - N","Automatická peněženka pro muže z kovu a kůže"
"PP4825B2BLR-R","Portacarte uomo automatico - R","Automatická peněženka pro muže z kovu a kůže"
"PP4825B2R-MO","Pouzdro na kreditní karty se systémem vysouvání","Praktické a kompaktní pouzdro na kreditní karty s inovativním vysouvacím systémem pro snadný přístup ke všem kartám. Moderní design zajišťuje bezpečné uchování karet a pohodlné používání každý den. Ideální pro ty, kdo hledají stylové a funkční řešení pro organizaci svých platebních karet."
"PP4825B2R-N","Pouzdro na kreditní karty se systémem vysouvání","Praktické a kompaktní pouzdro na kreditní karty s inovativním vysouvacím systémem pro snadný přístup ke všem kartám. Moderní design zajišťuje bezpečné uchování karet a pohodlné používání každý den. Ideální pro ty, kdo hledají stylové a funkční řešení pro organizaci svých platebních karet."
"PP4825B2R-R","Pouzdro na kreditní karty se systémem vysouvání","Praktické a kompaktní pouzdro na kreditní karty s inovativním vysouvacím systémem pro snadný přístup ke všem kartám. Moderní design zajišťuje bezpečné uchování karet a pohodlné používání každý den. Ideální pro ty, kdo hledají stylové a funkční řešení pro organizaci svých platebních karet."
"PP4825B3R-BLU4","Pánské automatické pouzdro na karty","Stylové a praktické pánské pouzdro na karty s automatickým systémem pro snadné vysunutí karet jedním pohybem. Kompaktní design zajišťuje bezpečné uchování vašich kreditních, debetních nebo identifikačních karet, ideální pro každodenní použití a cestování."
"PP4825B3R-CU","Pánské automatické pouzdro na karty","Stylové a praktické pánské pouzdro na karty s automatickým systémem pro snadné vysunutí karet jedním pohybem. Kompaktní design zajišťuje bezpečné uchování vašich kreditních, debetních nebo identifikačních karet, ideální pro každodenní použití a cestování."
"PP4825B3R-N","Pánské automatické pouzdro na karty","Stylové a praktické pánské pouzdro na karty s automatickým systémem pro snadné vysunutí karet jedním pohybem. Kompaktní design zajišťuje bezpečné uchování vašich kreditních, debetních nebo identifikačních karet, ideální pro každodenní použití a cestování."
"PP4825B3R-TM","Pánské automatické pouzdro na karty","Stylové a praktické pánské pouzdro na karty s automatickým systémem pro snadné vysunutí karet jedním pohybem. Kompaktní design zajišťuje bezpečné uchování vašich kreditních, debetních nebo identifikačních karet, ideální pro každodenní použití a cestování."
"PP5246B2R-N","Porta passaporto con portadocumenti rimovible, por - N","Pasportní pouzdro s odnímatelným obálkovým držákem pro dokumenty"
"PP5255B3-N","Pravidelná kožená taška na pas - N","Pravidelná kožená taška na pas"
"PP5472B2R-BLU2","Dvojité pouzdro na kreditní karty","Praktické a elegantní pouzdro na kreditní karty s dvojitou přihrádkou pro lepší organizaci. Kompaktní design zajišťuje bezpečné uchování vašich karet a snadný přístup k nim kdykoli. Ideální pro každodenní použití, cestování nebo jako stylový doplněk."
"PP5472B2R-MO","Dvojité pouzdro na kreditní karty","Praktické a elegantní pouzdro na kreditní karty s dvojitou přihrádkou pro lepší organizaci. Kompaktní design zajišťuje bezpečné uchování vašich karet a snadný přístup k nim kdykoli. Ideální pro každodenní použití, cestování nebo jako stylový doplněk."
"PP5472B2R-N","Dvojité pouzdro na kreditní karty","Praktické a elegantní pouzdro na kreditní karty s dvojitou přihrádkou pro lepší organizaci. Kompaktní design zajišťuje bezpečné uchování vašich karet a snadný přístup k nim kdykoli. Ideální pro každodenní použití, cestování nebo jako stylový doplněk."
"PP5472B2R-R","Dvojité pouzdro na kreditní karty","Praktické a elegantní pouzdro na kreditní karty s dvojitou přihrádkou pro lepší organizaci. Kompaktní design zajišťuje bezpečné uchování vašich karet a snadný přístup k nim kdykoli. Ideální pro každodenní použití, cestování nebo jako stylový doplněk."
"PP5585B2BLR-BLU2","Portafoglio compatto uomo automatico - BLU2","Praktický a stylový mužský peněženkový pouzdro s automatickým slotem pro karty. Kompaktně navržené, abyste měli po ruce vše, co potřebujete, s minimálním místem. Ideální pro každodenní použití, kombinující funkčnost a moderní design. Perfektně se vejde do kapes vaší kalhot nebo saka."
"PP5585B2BLR-CU4","Portafoglio compatto uomo automatico - CU4","Praktický a stylový mužský peněženkový pouzdro s automatickým slotem pro karty. Kompaktně navržené, abyste měli po ruce vše, co potřebujete, s minimálním místem. Ideální pro každodenní použití, kombinující funkčnost a moderní design. Perfektně se vejde do kapes vaší kalhot nebo saka."
"PP5585B2BLR-G","Portafoglio compatto uomo automatico - G","Praktický a stylový mužský peněženkový pouzdro s automatickým slotem pro karty. Kompaktně navržené, abyste měli po ruce vše, co potřebujete, s minimálním místem. Ideální pro každodenní použití, kombinující funkčnost a moderní design. Perfektně se vejde do kapes vaší kalhot nebo saka."
"PP5585B2BLR-MO","Portafoglio compatto uomo automatico - MO","Praktický a stylový mužský peněženkový pouzdro s automatickým slotem pro karty. Kompaktně navržené, abyste měli po ruce vše, co potřebujete, s minimálním místem. Ideální pro každodenní použití, kombinující funkčnost a moderní design. Perfektně se vejde do kapes vaší kalhot nebo saka."
"PP5585B2BLR-N","Portafoglio compatto uomo automatico - N","Praktický a stylový mužský peněženkový pouzdro s automatickým slotem pro karty. Kompaktně navržené, abyste měli po ruce vše, co potřebujete, s minimálním místem. Ideální pro každodenní použití, kombinující funkčnost a moderní design. Perfektně se vejde do kapes vaší kalhot nebo saka."
"PP5585B2BLR-R","Portafoglio compatto uomo automatico - R","Praktický a stylový mužský peněženkový pouzdro s automatickým slotem pro karty. Kompaktně navržené, abyste měli po ruce vše, co potřebujete, s minimálním místem. Ideální pro každodenní použití, kombinující funkčnost a moderní design. Perfektně se vejde do kapes vaší kalhot nebo saka."
"PP5585B3R-CU","Pánská peněženka","Kompaktní mužská peněženka s automatickým držákem karet"
"PP5585B3R-N","Pánská peněženka","Kompaktní mužská peněženka s automatickým držákem karet"
"PP5585B3R-TM","Pánská peněženka","Kompaktní mužská peněženka s automatickým držákem karet"
"PP5585MOSR-BLU","Pánská peněženka","Eleganční mužský peněženkový box s automatickým držákem karet"
"PP5585MOSR-N","Pánská peněženka","Kompaktní mužská peněženka s automatickým držákem karet"
"PP5649B2BLR-BLU2","Portacarte in metallo - BLU2","Eleganční kovová peněženka na kreditní karty"
"PP5649B2BLR-MO","Portacarte in metallo - MO","Eleganční kovová peněženka na kreditní karty"
"PP5649B2BLR-N","Portacarte in metallo - N","Eleganční kovová peněženka na kreditní karty"
"PP5649B2BLR-R","Portacarte in metallo - R","Eleganční kovová peněženka na kreditní karty"
"PP5649B3R-BLUTM","Pánské automatické pouzdro na karty","Stylové a praktické pánské pouzdro na karty s automatickým systémem pro snadné vysunutí karet jedním pohybem. Kompaktní design zajišťuje bezpečné uchování vašich kreditních, debetních nebo identifikačních karet, ideální pro každodenní použití a cestování."
"PP5649B3R-N","Pánské automatické pouzdro na karty","Stylové a praktické pánské pouzdro na karty s automatickým systémem pro snadné vysunutí karet jedním pohybem. Kompaktní design zajišťuje bezpečné uchování vašich kreditních, debetních nebo identifikačních karet, ideální pro každodenní použití a cestování."
"PP5649B3R-TM","Pánské automatické pouzdro na karty","Stylové a praktické pánské pouzdro na karty s automatickým systémem pro snadné vysunutí karet jedním pohybem. Kompaktní design zajišťuje bezpečné uchování vašich kreditních, debetních nebo identifikačních karet, ideální pro každodenní použití a cestování."
"PP5649B3R-VEVE","Pánské automatické pouzdro na karty","Stylové a praktické pánské pouzdro na karty s automatickým systémem pro snadné vysunutí karet jedním pohybem. Kompaktní design zajišťuje bezpečné uchování vašich kreditních, debetních nebo identifikačních karet, ideální pro každodenní použití a cestování."
"PP5649MOSR-BLU","Pánské automatické pouzdro na karty","Stylové a praktické pánské pouzdro na karty s automatickým systémem pro snadné vysunutí karet jedním pohybem. Kompaktní design zajišťuje bezpečné uchování vašich kreditních, debetních nebo identifikačních karet, ideální pro každodenní použití a cestování"
"PP5649MOSR-N","Pánské automatické pouzdro na karty","Stylové a praktické pánské pouzdro na karty s automatickým systémem pro snadné vysunutí karet jedním pohybem. Kompaktní design zajišťuje bezpečné uchování vašich kreditních, debetních nebo identifikačních karet, ideální pro každodenní použití a cestování"
"PP5649S137R-BLU","a stylový držák na kreditní karty vyrobený z kvalitního kovu","Praktický a stylový držák na kreditní karty vyrobený z kvalitního kovu. Ideální pro pořizování a údržbu vašich karet v pořádku, zajišťuje jejich bezpečnost a snadný přístup. Vhodný pro každodenní použití, cestování nebo obchodní potřeby. Dodává se v elegantském designu, který se hodí k různým stylům."
"PP5649S137R-N","a stylový držák na kreditní karty vyrobený z kvalitního kovu","Praktický a stylový držák na kreditní karty vyrobený z kvalitního kovu. Ideální pro pořizování a údržbu vašich karet v pořádku, zajišťuje jejich bezpečnost a snadný přístup. Vhodný pro každodenní použití, cestování nebo obchodní potřeby. Dodává se v elegantském designu, který se hodí k různým stylům."
"PP5649S137R-VE","a stylový držák na kreditní karty vyrobený z kvalitního kovu","Praktický a stylový držák na kreditní karty vyrobený z kvalitního kovu. Ideální pro pořizování a údržbu vašich karet v pořádku, zajišťuje jejich bezpečnost a snadný přístup. Vhodný pro každodenní použití, cestování nebo obchodní potřeby. Dodává se v elegantském designu, který se hodí k různým stylům."
"PP5649S138R-AR","Automatický mužský penceř z kovu a kůže - AR","Automatický mužský penceř z kovu a kůže"
"PP5649S138R-G","Automatický mužský penceř z kovu a kůže - G","Automatický mužský penceř z kovu a kůže"
"PP5649S138R-VE","Automatický mužský penceř z kovu a kůže - VE","Automatický mužský penceř z kovu a kůže"
"PP5649UB00R-NGR","Portacarte in metallo - NGR","Náušnice z nerezové oceli"
"PP5910W134R-BE","Peněženka na mince, doklady a platební karty - BE","Peněženka na mince, doklady a platební karty"
"PP5910W134R-N","Peněženka na mince, doklady a platební karty - N","Peněženka na mince, doklady a platební karty"
"PP5910W92R-R3","Dámská kabelková peněženka s klíčenkou - R3","Dámská kabelková peněženka s klíčenkou"
"PP5910W92R-TO","Dámská kabelková peněženka s klíčenkou - TO","Dámská kabelková peněženka s klíčenkou"
"PP5910W92R-VEVE","Dámská kabelková peněženka s klíčenkou - VEVE","Dámská kabelková peněženka s klíčenkou"
"PP5910W92R-VIVI","Dámská kabelková peněženka s klíčenkou - VIVI","Dámská kabelková peněženka s klíčenkou"
"PP6340W92R-N","peněženka na pas z měkké kůže s praktickým oddílem na kreditní karty","Kvalitní peněženka na pas z měkké kůže s praktickým oddílem na kreditní karty. Ideální pro pohodlné a bezpečné uchování vašich dokumentů a platebních karet. Vhodná pro cestování i každodenní použití."
"PP6659B2R-R","Tenké dámské peněženky s oddílem na kreditní karty - R","Tenké dámské peněženky s oddílem na kreditní karty"
"PP6659W92R-N","Tenké damské peněženky s oddílem na karty - N","Tenké damské peněženky s oddílem na karty"
"PU1240B2-MO","Mužská peněženka s mincovnicí - MO","Mužská peněženka s mincovnicí"
"PU1241B2R-MO","Portafogli uomo sottile - MO","Tenké mužské peněženky z kůže s oddílem na karty"
"PU1241P16-CHEVBLU","Portfel pro muže - CHEVBLU","Portfel pro muže"
"PU1243B2R-BLU2","Portafogli portacarte uomo - BLU2","Eleganční peněženka na kreditní karty pro muže z kvalitní kůže"
"PU1243B2R-CU5","Portafogli portacarte uomo - CU5","Eleganční peněženka na kreditní karty pro muže z kvalitní kůže"
"PU1243B2R-G9","Portafogli portacarte uomo - G9","Eleganční peněženka na kreditní karty pro muže z kvalitní kůže"
"PU1243B2R-MO","Portafogli portacarte uomo - MO","Eleganční peněženka na kreditní karty pro muže z kvalitní kůže"
"PU1243B2R-N","Portafogli portacarte uomo - N","Eleganční peněženka na kreditní karty pro muže z kvalitní kůže"
"PU1243B2R-R","Portafogli portacarte uomo - R","Eleganční peněženka na kreditní karty pro muže z kvalitní kůže"
"PU1243B2VR-BLU","Porta monete con carte di credito - BLU","Portáček na peníze s odděleným oddílem na dokumenty a karty"
"PU1243B2VR-MO","Porta monete con carte di credito - MO","Portáček na peníze s odděleným oddílem na dokumenty a karty"
"PU1243B3R-CU","Portafogli portacarte uomo - CU","Výrobek: Mužská peněženka z kůže s peněžním oddílem"
"PU1243B3R-N","Portafogli portacarte uomo - N","Výrobek: Mužská peněženka z kůže s peněžním oddílem"
"PU1243B3R-TM","Portafogli portacarte uomo - TM","Výrobek: Mužská peněženka z kůže s peněžním oddílem"
"PU1243P16-CHEVBLU","Bustina portamonete, documenti e carte di credito - CHEVBLU","Praktická peněženka na peníze, dokumenty a kreditní karty"
"PU1243P16-CHEVN","Bustina portamonete, documenti e carte di credito - CHEVN","Praktická peněženka na peníze, dokumenty a kreditní karty"
"PU1392B2R-CU5","mužský peněženka s odděleným oddílem pro dokumenty a kapesou na mince","Moderní mužský peněženka s odděleným oddílem pro dokumenty a kapesou na mince."
"PU1392B2R-N","mužský peněženka s odděleným oddílem pro dokumenty a kapesou na mince","Moderní mužský peněženka s odděleným oddílem pro dokumenty a kapesou na mince."
"PU1392B2R-R","mužský peněženka s odděleným oddílem pro dokumenty a kapesou na mince","Moderní mužský peněženka s odděleným oddílem pro dokumenty a kapesou na mince."
"PU1392B3R-CU","**Eleganční mužský peněženka s odděleným oddílem pro dokumenty a mincemi** - CU","**Eleganční mužský peněženka s odděleným oddílem pro dokumenty a mincemi**"
"PU1392B3R-N","**Eleganční mužský peněženka s odděleným oddílem pro dokumenty a mincemi** - N","**Eleganční mužský peněženka s odděleným oddílem pro dokumenty a mincemi**"
"PU1392B3R-TM","**Eleganční mužský peněženka s odděleným oddílem pro dokumenty a mincemi** - TM","**Eleganční mužský peněženka s odděleným oddílem pro dokumenty a mincemi**"
"PU1392MOSR-N","Elegante peněženka pro pána s odděleným oddílem na dokumenty a kapsou na mince","Elegante peněženka pro pána s odděleným oddílem na dokumenty a kapsou na mince. Ideální pro každodenní použití, kombinující praktičnost a styl. Vyrobená z kvalitních materiálů pro dlouhou životnost. Perfektní doplněk pro všechny příležitosti."
"PU1392MOSR-TM","Elegante peněženka pro pána s odděleným oddílem na dokumenty a kapsou na mince","Elegante peněženka pro pána s odděleným oddílem na dokumenty a kapsou na mince. Ideální pro každodenní použití, kombinující praktičnost a styl. Vyrobená z kvalitních materiálů pro dlouhou životnost. Perfektní doplněk pro všechny příležitosti."
"PU1392UB00R-BLGR","Mužská peněženka s oddílem na dokumenty a mincovní kapsou - BLGR","Mužská peněženka s oddílem na dokumenty a mincovní kapsou"
"PU1393MOSR-N","Pevný a elegantní mužský peněženkový portmonet s vertikální konstrukcí a praktickými oddílky pro ...","Pevný a elegantní mužský peněženkový portmonet s vertikální konstrukcí a praktickými oddílky pro nespočetné možnosti uspořádání."
"PU1666B2-BLU2","Peněženka s pružinou na bankovky z kůže - BLU2","Peněženka s pružinou na bankovky z kůže"
"PU1666B2-N","Peněženka s pružinou na bankovky z kůže - N","Peněženka s pružinou na bankovky z kůže"
"PU1666MOSR-N","Portafogli uomo con ferma banconote - N","Mužská peněženka z kvalitní kůže s praktickým držákem bankovek"
"PU1740B2-BLU2","Portafoglio uomo verticale con porta monete, porta - BLU2","Hlavní peněženka pro muže s vertikálním designem, vybavená oddíly pro mince a karty."
"PU1740B2-MO","Portafoglio uomo verticale con porta monete, porta - MO","Hlavní peněženka pro muže s vertikálním designem, vybavená oddíly pro mince a karty."
"PU1740B3R-CU","Portafogli uomo verticale in pelle - CU","Mužská peněženka s kapsou na mince a oddělením pro karty"
"PU1740B3R-N","Portafogli uomo verticale in pelle - N","Mužská peněženka s kapsou na mince a oddělením pro karty"
"PU1740B3R-TM","Portafogli uomo verticale in pelle - TM","Mužská peněženka s kapsou na mince a oddělením pro karty"
"PU257B2R-BLU2","Portafogli uomo con portamonete - BLU2","Mužská peněženka z kůže s peněženkou na mince"
"PU257B2R-G9","Portafogli uomo con portamonete - G9","Mužská peněženka z kůže s peněženkou na mince"
"PU257B2R-MO","Portafogli uomo con portamonete - MO","Mužská peněženka z kůže s peněženkou na mince"
"PU257B2R-N","Portafogli uomo con portamonete - N","Mužská peněženka z kůže s peněženkou na mince"
"PU257B2R-R","Portafogli uomo con portamonete - R","Mužská peněženka z kůže s peněženkou na mince"
"PU257MOSR-BLU","Mužská peněženka z kůže s mincovnicí - BLU","Mužská peněženka z kůže s mincovnicí"
"PU257MOSR-TM","Mužská peněženka z kůže s mincovnicí - TM","Mužská peněženka z kůže s mincovnicí"
"PU257UB00R-BLGR","Eleganční mužský peněženka s odděleným oddílem pro mince – stylový a praktický doplněk pro každý den","Eleganční mužský peněženka s odděleným oddílem pro mince – stylový a praktický doplněk pro každý den. Vyrobená z kvalitní kůže, s odolnou konstrukcí a prostorným úložištěm pro vaše karty, bankovky a drobné. Perfektní kombinace funkcionality a moderního designu pro muže, kteří ocení pohodlný přístup ke svým věcem."
"PU2634B2-BLU2","Portamonete quadrato - BLU2","Elegante peněženka z kvalitní kůže ve čtvercovém designu. Dokonalá kombinace stylu a praktičnosti pro každodenní použití. Pevné a odolné materiály zajišťují dlouhodobou životnost. Perfektní doplněk pro muže i ženy, který se vyznačuje moderním vzhledem a prostorností. Skládací konstrukce umožňuje snadné a pohodlné nošení v kapse."
"PU2634B2-MO","Portamonete quadrato - MO","Elegante peněženka z kvalitní kůže ve čtvercovém designu. Dokonalá kombinace stylu a praktičnosti pro každodenní použití. Pevné a odolné materiály zajišťují dlouhodobou životnost. Perfektní doplněk pro muže i ženy, který se vyznačuje moderním vzhledem a prostorností. Skládací konstrukce umožňuje snadné a pohodlné nošení v kapse."
"PU2634B2-N","Portamonete quadrato - N","Elegante peněženka z kvalitní kůže ve čtvercovém designu. Dokonalá kombinace stylu a praktičnosti pro každodenní použití. Pevné a odolné materiály zajišťují dlouhodobou životnost. Perfektní doplněk pro muže i ženy, který se vyznačuje moderním vzhledem a prostorností. Skládací konstrukce umožňuje snadné a pohodlné nošení v kapse."
"PU3891MOSR-TM","mužský peněženkový pouzdro vyrobené z kvalitní kůže, perfektně vybavené oddílem na dokumenty","Praktický mužský peněženkový pouzdro vyrobené z kvalitní kůže, perfektně vybavené oddílem na dokumenty. Ideální pro pořizování dokladů, karet nebo cestovních dokladů. Vhodné pro každodenní použití i delší cestování."
"PU3891UB00R-NGR","Mužská peněženka s odnímatelnou dokumentární částí - NGR","Mužská peněženka s odnímatelnou dokumentární částí"
"PU4188B2R-BLU2","Portafogli uomo con portamonete - BLU2","Mužská peněženka s mincovnicí a oddílem na karty"
"PU4188B2R-VE6","Portafogli uomo con portamonete - VE6","Mužská peněženka s mincovnicí a oddílem na karty"
"PU4188MOSR-TM","Mužská peněženka s peněžníkem a kartodržákem - TM","Mužská peněženka s peněžníkem a kartodržákem"
"PU4518MOSR-BLU","Portafogli uomo con volantino porta documenti - BLU","Portfel pro muže s oddílem na vizitky a dokumenty,"
"PU4518MOSR-N","Portafogli uomo con volantino porta documenti - N","Portfel pro muže s oddílem na vizitky a dokumenty,"
"PU4518MOSR-TM","Portafogli uomo con volantino porta documenti - TM","Portfel pro muže s oddílem na vizitky a dokumenty,"
"PU5957B2R-BLU2","Kompaktní peněženka pro muže s odděleným oddílem na mince - BLU2","Kompaktní peněženka pro muže s odděleným oddílem na mince"
"PU5957B2R-N","Kompaktní peněženka pro muže s odděleným oddílem na mince - N","Kompaktní peněženka pro muže s odděleným oddílem na mince"
"PU5964B2R-N","Eleganční muží vertikální peněženka z kvalitní kůže s odděleným oddílem na mince","Eleganční muží vertikální peněženka z kvalitní kůže s odděleným oddílem na mince"
"PU6190B3R-CU","Portafoglio uomo a due scomparti - CU","Praktický kožený peněženkový nosič s dvema oddíly na bankovky"
"PU6190B3R-TM","Portafoglio uomo a due scomparti - TM","Praktický kožený peněženkový nosič s dvema oddíly na bankovky"
